shape,condition,run_number,success,iterations,execution_time,errors,stl_file,code_file,timestamp
box,rag_only,5,True,1,26.13039207458496,[],box_rag_only_run5.stl,box_rag_only_run5.py,2025-04-30T20:15:37.294826
box,rag_only,6,True,3,80.0047538280487,"['Iteration 1: File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmp2gyyghmj.py"", line 36\n    hollow_mesh = mesh.Mesh(np.zeros(faces.shape[0], dtype=mesh.Mesh.dtype)\n                           ^\nSyntaxError: \'(\' was never closed', 'Iteration 2: File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpct3vb5xb.py"", line 33\n    stl_mesh = mesh.Mesh(np.zeros(faces.shape[0], dtype=mesh.Mesh.dtype)\n                        ^\nSyntaxError: \'(\' was never closed']",box_rag_only_run6.stl,box_rag_only_run6.py,2025-04-30T20:16:57.303686
box,rag_only,7,True,1,25.122913360595703,[],box_rag_only_run7.stl,box_rag_only_run7.py,2025-04-30T20:17:22.429893
box,rag_only,8,True,2,48.93644070625305,"['Iteration 1: File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpnava4h4v.py"", line 33\n    numpy_stl_mesh = mesh.Mesh(np.zeros(faces.shape[0], dtype=mesh.Mesh.dtype)\n                              ^\nSyntaxError: \'(\' was never closed']",box_rag_only_run8.stl,box_rag_only_run8.py,2025-04-30T20:18:11.369511
box,rag_only,9,True,1,19.695394277572632,[],box_rag_only_run9.stl,box_rag_only_run9.py,2025-04-30T20:18:31.067853
box,rag_only,10,True,1,26.35916805267334,[],box_rag_only_run10.stl,box_rag_only_run10.py,2025-04-30T20:18:57.429902
box,review_only,1,True,1,38.21336889266968,[],box_review_only_run1.stl,box_review_only_run1.py,2025-04-30T20:19:35.648017
box,review_only,2,True,1,35.31722640991211,[],box_review_only_run2.stl,box_review_only_run2.py,2025-04-30T20:20:10.968084
box,review_only,3,True,1,42.67138600349426,"['Review failed: Traceback (most recent call last):\n  File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpll5u8vex.py"", line 29, in <module>\n    hollow_box = outer_box.difference(inner_box, engine=\'blender\')\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\base.py"", line 2932, in difference\n    return boolean.difference(\n           ~~~~~~~~~~~~~~~~~~^\n        meshes=util.chain(self, other),\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    ...<2 lines>...\n        **kwargs,\n        ^^^^^^^^^\n    )\n    ^\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\boolean.py"", line 49, in difference\n    return _engines[engine](meshes, operation=""difference"", **kwargs)\n           ~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\exceptions.py"", line 34, in __call__\n    raise super().__getattribute__(""exception"")\nImportError: `blender` is not in `PATH`']",box_review_only_run3.stl,box_review_only_run3.py,2025-04-30T20:20:53.642660
box,review_only,4,True,1,37.29731464385986,[],box_review_only_run4.stl,box_review_only_run4.py,2025-04-30T20:21:30.943241
box,review_only,5,True,1,45.24190807342529,[],box_review_only_run5.stl,box_review_only_run5.py,2025-04-30T20:22:16.191562
box,review_only,6,True,1,34.074581146240234,[],box_review_only_run6.stl,box_review_only_run6.py,2025-04-30T20:22:50.269975
box,review_only,7,True,1,31.210479259490967,[],box_review_only_run7.stl,box_review_only_run7.py,2025-04-30T20:23:21.483570
box,review_only,8,True,1,34.547407388687134,[],box_review_only_run8.stl,box_review_only_run8.py,2025-04-30T20:23:56.033859
box,review_only,9,True,1,39.159371852874756,[],box_review_only_run9.stl,box_review_only_run9.py,2025-04-30T20:24:35.196578
box,review_only,10,True,1,38.2141969203949,[],box_review_only_run10.stl,box_review_only_run10.py,2025-04-30T20:25:13.414248
box,full_system,1,True,3,97.44320392608643,"['Iteration 1: File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpe1tu1llj.py"", line 26\n    stl_mesh = mesh.Mesh(np.zeros(faces.shape[0], dtype=mesh.Mesh.dtype)\n                        ^\nSyntaxError: \'(\' was never closed', 'Iteration 2: File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmp_h06fjn9.py"", line 26\n    stl_mesh = mesh.Mesh(np.zeros(faces.shape[0], dtype=mesh.Mesh.dtype)\n                        ^\nSyntaxError: \'(\' was never closed']",box_full_system_run1.stl,box_full_system_run1.py,2025-04-30T20:26:50.860999
box,full_system,2,True,1,59.28772974014282,[],box_full_system_run2.stl,box_full_system_run2.py,2025-04-30T20:27:50.152016
box,full_system,3,True,1,55.531373262405396,[],box_full_system_run3.stl,box_full_system_run3.py,2025-04-30T20:28:45.687334
box,full_system,4,True,2,77.9451048374176,"['Iteration 1: File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmp6z7n3yzl.py"", line 24\n    numpy_mesh = mesh.Mesh(np.zeros(faces.shape[0], dtype=mesh.Mesh.dtype)\n                          ^\nSyntaxError: \'(\' was never closed', 'Review failed: C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpbbcfn817.py:26: DeprecationWarning: `remove_degenerate_faces` is deprecated and will be removed in March 2024 replace with `self.update_faces(self.nondegenerate_faces(height=height))`\n  hollow_box.remove_degenerate_faces()\nC:\\Users\\pelum\\AppData\\Local\\Temp\\tmpbbcfn817.py:27: DeprecationWarning: `remove_duplicate_faces` is deprecated and will be removed in March 2024: replace with `mesh.update_faces(mesh.unique_faces())`\n  hollow_box.remove_duplicate_faces()']",box_full_system_run4.stl,box_full_system_run4.py,2025-04-30T20:30:03.636347
box,full_system,5,True,1,53.533061265945435,[],box_full_system_run5.stl,box_full_system_run5.py,2025-04-30T20:30:57.174059
box,full_system,6,True,1,58.112255573272705,[],box_full_system_run6.stl,box_full_system_run6.py,2025-04-30T20:31:55.290486
box,full_system,7,True,2,86.23056650161743,"['Iteration 1: File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmp1vkg5zkb.py"", line 26\n    box_mesh = mesh.Mesh(np.zeros(faces.shape[0], dtype=mesh.Mesh.dtype)\n                        ^\nSyntaxError: \'(\' was never closed']",box_full_system_run7.stl,box_full_system_run7.py,2025-04-30T20:33:21.525308
box,full_system,8,True,3,102.15871739387512,"['Iteration 1: File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmp501p9b5p.py"", line 24\n    numpy_mesh = mesh.Mesh(np.zeros(faces.shape[0], dtype=mesh.Mesh.dtype)\n                          ^\nSyntaxError: \'(\' was never closed', 'Iteration 2: File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmp4ovnl1k3.py"", line 27\n    numpy_mesh = mesh.Mesh(np.zeros(faces.shape[0], dtype=mesh.Mesh.dtype)\n                          ^\nSyntaxError: \'(\' was never closed']",box_full_system_run8.stl,box_full_system_run8.py,2025-04-30T20:35:03.687331
box,full_system,9,True,1,45.40065550804138,[],box_full_system_run9.stl,box_full_system_run9.py,2025-04-30T20:35:49.092049
box,full_system,10,True,2,86.02762389183044,"['Iteration 1: File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmp7a0q3q89.py"", line 22\n    box_mesh = mesh.Mesh(np.zeros(faces.shape[0], dtype=mesh.Mesh.dtype)\n                        ^\nSyntaxError: \'(\' was never closed']",box_full_system_run10.stl,box_full_system_run10.py,2025-04-30T20:37:15.124288
cylinder,baseline,1,True,1,16.18420147895813,[],cylinder_baseline_run1.stl,cylinder_baseline_run1.py,2025-04-30T20:37:31.312595
cylinder,baseline,2,True,1,15.224133491516113,[],cylinder_baseline_run2.stl,cylinder_baseline_run2.py,2025-04-30T20:37:46.540375
cylinder,baseline,3,True,1,14.326617002487183,[],cylinder_baseline_run3.stl,cylinder_baseline_run3.py,2025-04-30T20:38:00.871961
cylinder,baseline,4,True,1,16.358211040496826,[],cylinder_baseline_run4.stl,cylinder_baseline_run4.py,2025-04-30T20:38:17.234592
cylinder,baseline,5,True,1,16.35151171684265,[],cylinder_baseline_run5.stl,cylinder_baseline_run5.py,2025-04-30T20:38:33.590451
cylinder,baseline,6,True,1,14.747068166732788,[],cylinder_baseline_run6.stl,cylinder_baseline_run6.py,2025-04-30T20:38:48.341945
cylinder,baseline,7,True,1,16.265811681747437,[],cylinder_baseline_run7.stl,cylinder_baseline_run7.py,2025-04-30T20:39:04.611550
cylinder,baseline,8,True,1,15.151948928833008,[],cylinder_baseline_run8.stl,cylinder_baseline_run8.py,2025-04-30T20:39:19.768065
cylinder,baseline,9,True,1,16.10676097869873,[],cylinder_baseline_run9.stl,cylinder_baseline_run9.py,2025-04-30T20:39:35.879210
cylinder,baseline,10,True,1,14.65219783782959,[],cylinder_baseline_run10.stl,cylinder_baseline_run10.py,2025-04-30T20:39:50.535687
cylinder,rag_only,1,True,1,15.579392433166504,[],cylinder_rag_only_run1.stl,cylinder_rag_only_run1.py,2025-04-30T20:40:06.119674
cylinder,rag_only,2,True,1,17.61186146736145,[],cylinder_rag_only_run2.stl,cylinder_rag_only_run2.py,2025-04-30T20:40:23.736254
cylinder,rag_only,3,True,1,16.407266855239868,[],cylinder_rag_only_run3.stl,cylinder_rag_only_run3.py,2025-04-30T20:40:40.147901
cylinder,rag_only,4,True,1,20.15429425239563,[],cylinder_rag_only_run4.stl,cylinder_rag_only_run4.py,2025-04-30T20:41:00.306627
cylinder,rag_only,5,True,1,20.402841806411743,[],cylinder_rag_only_run5.stl,cylinder_rag_only_run5.py,2025-04-30T20:41:20.878972
cylinder,rag_only,6,True,1,18.693034410476685,[],cylinder_rag_only_run6.stl,cylinder_rag_only_run6.py,2025-04-30T20:41:39.576569
cylinder,rag_only,7,True,4,80.56761431694031,"['Iteration 1: C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpx5na2eyd.py:16: DeprecationWarning: `remove_degenerate_faces` is deprecated and will be removed in March 2024 replace with `self.update_faces(self.nondegenerate_faces(height=height))`\n  hollow_cylinder.remove_degenerate_faces()\nC:\\Users\\pelum\\AppData\\Local\\Temp\\tmpx5na2eyd.py:17: DeprecationWarning: `remove_duplicate_faces` is deprecated and will be removed in March 2024: replace with `mesh.update_faces(mesh.unique_faces())`\n  hollow_cylinder.remove_duplicate_faces()', 'Iteration 2: File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpes2eo4r7.py"", line 31\n    stl_mesh_obj = stl_mesh.Mesh(np.zeros(faces.shape[0], dtype=stl_mesh.Mesh.dtype)\n                                ^\nSyntaxError: \'(\' was never closed', 'Iteration 3: File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpu88a2lxm.py"", line 22\n    stl_mesh_obj = stl_mesh.Mesh(np.zeros(faces.shape[0], dtype=stl_mesh.Mesh.dtype)\n                                ^\nSyntaxError: \'(\' was never closed']",cylinder_rag_only_run7.stl,cylinder_rag_only_run7.py,2025-04-30T20:43:00.149341
cylinder,rag_only,8,True,1,18.561598777770996,[],cylinder_rag_only_run8.stl,cylinder_rag_only_run8.py,2025-04-30T20:43:18.714879
cylinder,rag_only,9,True,1,20.05207133293152,[],cylinder_rag_only_run9.stl,cylinder_rag_only_run9.py,2025-04-30T20:43:38.771015
cylinder,rag_only,10,True,1,22.69137167930603,[],cylinder_rag_only_run10.stl,cylinder_rag_only_run10.py,2025-04-30T20:44:01.467642
cylinder,review_only,1,True,1,32.90284490585327,[],cylinder_review_only_run1.stl,cylinder_review_only_run1.py,2025-04-30T20:44:34.376253
cylinder,review_only,2,True,1,35.19652819633484,[],cylinder_review_only_run2.stl,cylinder_review_only_run2.py,2025-04-30T20:45:09.577698
cylinder,review_only,3,True,1,33.7043936252594,[],cylinder_review_only_run3.stl,cylinder_review_only_run3.py,2025-04-30T20:45:43.287049
cylinder,review_only,4,True,1,36.23871064186096,"['Review failed: C:\\Users\\pelum\\AppData\\Local\\Temp\\tmprqnlaxmu.py:40: DeprecationWarning: `mesh.smoothed()` is deprecated and will be removed in March 2024: use `mesh.smooth_shaded` or `trimesh.graph.smooth_shade(mesh)`\n  final_mesh = final_mesh.smoothed()\nTraceback (most recent call last):\n  File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmprqnlaxmu.py"", line 54, in <module>\n    create_printable_hollow_cylinder()\n    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^\n  File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmprqnlaxmu.py"", line 48, in create_printable_hollow_cylinder\n    final_mesh.export(\n    ~~~~~~~~~~~~~~~~~^\n        \'output.stl\',\n        ^^^^^^^^^^^^^\n        file_type=\'stl\',\n        ^^^^^^^^^^^^^^^^\n        resolution=500  # Higher resolution for smooth curves\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\base.py"", line 2831, in export\n    return export_mesh(mesh=self, file_obj=file_obj, file_type=file_type, **kwargs)\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\exchange\\export.py"", line 85, in export_mesh\n    export = _mesh_exporters[file_type](mesh, **kwargs)\nTypeError: export_stl() got an unexpected keyword argument \'resolution\'']",cylinder_review_only_run4.stl,cylinder_review_only_run4.py,2025-04-30T20:46:19.531524
cylinder,review_only,5,True,1,36.26608657836914,[],cylinder_review_only_run5.stl,cylinder_review_only_run5.py,2025-04-30T20:46:55.802613
cylinder,review_only,6,True,1,33.3087363243103,[],cylinder_review_only_run6.stl,cylinder_review_only_run6.py,2025-04-30T20:47:29.116416
cylinder,review_only,7,True,1,31.892180919647217,[],cylinder_review_only_run7.stl,cylinder_review_only_run7.py,2025-04-30T20:48:01.013603
cylinder,review_only,8,True,1,31.53280997276306,"['Review failed: Traceback (most recent call last):\n  File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpd06v11gj.py"", line 33, in <module>\n    hollow_cylinder = create_printable_hollow_cylinder()\n  File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpd06v11gj.py"", line 12, in create_printable_hollow_cylinder\n    hollow_cylinder = outer_cylinder.difference(inner_cylinder, engine=\'blender\')\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\base.py"", line 2932, in difference\n    return boolean.difference(\n           ~~~~~~~~~~~~~~~~~~^\n        meshes=util.chain(self, other),\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    ...<2 lines>...\n        **kwargs,\n        ^^^^^^^^^\n    )\n    ^\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\boolean.py"", line 49, in difference\n    return _engines[engine](meshes, operation=""difference"", **kwargs)\n           ~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\exceptions.py"", line 34, in __call__\n    raise super().__getattribute__(""exception"")\nImportError: `blender` is not in `PATH`']",cylinder_review_only_run8.stl,cylinder_review_only_run8.py,2025-04-30T20:48:32.551441
cylinder,review_only,9,True,1,34.0375771522522,[],cylinder_review_only_run9.stl,cylinder_review_only_run9.py,2025-04-30T20:49:06.594125
cylinder,review_only,10,True,1,29.100861310958862,['Review failed: C:\\Users\\pelum\\AppData\\Local\\Temp\\tmp0f_54f9q.py:16: DeprecationWarning: `remove_degenerate_faces` is deprecated and will be removed in March 2024 replace with `self.update_faces(self.nondegenerate_faces(height=height))`\n  hollow_cylinder.remove_degenerate_faces()\nC:\\Users\\pelum\\AppData\\Local\\Temp\\tmp0f_54f9q.py:17: DeprecationWarning: `remove_duplicate_faces` is deprecated and will be removed in March 2024: replace with `mesh.update_faces(mesh.unique_faces())`\n  hollow_cylinder.remove_duplicate_faces()'],cylinder_review_only_run10.stl,cylinder_review_only_run10.py,2025-04-30T20:49:35.700069
cylinder,full_system,1,True,2,81.33873701095581,"['Iteration 1: Traceback (most recent call last):\n  File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmp2k10d8o3.py"", line 30, in <module>\n    top_cap = trimesh.creation.extrude_polygon(outer_circle, height=0.1)\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\creation.py"", line 235, in extrude_polygon\n    vertices, faces = triangulate_polygon(polygon, **kwargs)\n                      ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\creation.py"", line 632, in triangulate_polygon\n    np.array(polygon.exterior.coords)[:: (1 if polygon.exterior.is_ccw else -1)][\n             ^^^^^^^^^^^^^^^^\nAttributeError: \'Path2D\' object has no attribute \'exterior\'']",cylinder_full_system_run1.stl,cylinder_full_system_run1.py,2025-04-30T20:50:57.044414
cylinder,full_system,2,True,1,50.003745555877686,"['Review failed: Traceback (most recent call last):\n  File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpdampmbtx.py"", line 34, in <module>\n    create_hollow_cylinder()\n    ~~~~~~~~~~~~~~~~~~~~~~^^\n  File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpdampmbtx.py"", line 25, in create_hollow_cylinder\n    volume, cog, inertia = hollow_cylinder.mass_properties\n    ^^^^^^^^^^^^^^^^^^^^\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\triangles.py"", line 211, in __getitem__\n    return getattr(self, item)\nTypeError: attribute name must be string, not \'int\'']",cylinder_full_system_run2.stl,cylinder_full_system_run2.py,2025-04-30T20:51:47.052617
cylinder,full_system,3,True,1,41.71353197097778,[],cylinder_full_system_run3.stl,cylinder_full_system_run3.py,2025-04-30T20:52:28.770869
cylinder,full_system,4,True,1,49.20987153053284,['Review failed: C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpo9hw2a3f.py:18: DeprecationWarning: `remove_degenerate_faces` is deprecated and will be removed in March 2024 replace with `self.update_faces(self.nondegenerate_faces(height=height))`\n  hollow_cylinder.remove_degenerate_faces()\nC:\\Users\\pelum\\AppData\\Local\\Temp\\tmpo9hw2a3f.py:19: DeprecationWarning: `remove_duplicate_faces` is deprecated and will be removed in March 2024: replace with `mesh.update_faces(mesh.unique_faces())`\n  hollow_cylinder.remove_duplicate_faces()'],cylinder_full_system_run4.stl,cylinder_full_system_run4.py,2025-04-30T20:53:17.984908
cylinder,full_system,5,True,1,52.46020269393921,"['Review failed: Traceback (most recent call last):\n  File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmp9hvtefvn.py"", line 43, in <module>\n    cylinder_mesh = create_printable_hollow_cylinder(\n        radius=15.0,\n    ...<2 lines>...\n        filename=\'hollow_cylinder.stl\'\n    )\n  File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmp9hvtefvn.py"", line 22, in create_printable_hollow_cylinder\n    hollow = difference(outer, inner, engine=\'blender\')\nTypeError: difference() got multiple values for argument \'engine\'']",cylinder_full_system_run5.stl,cylinder_full_system_run5.py,2025-04-30T20:54:10.449322
cylinder,full_system,6,True,1,49.652350664138794,[],cylinder_full_system_run6.stl,cylinder_full_system_run6.py,2025-04-30T20:55:00.107581
cylinder,full_system,7,True,1,41.663997411727905,"['Review failed: Traceback (most recent call last):\n  File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmp1v5089_n.py"", line 12, in <module>\n    hollow_cylinder = outer_cylinder.difference(inner_cylinder, engine=\'blender\')\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\base.py"", line 2932, in difference\n    return boolean.difference(\n           ~~~~~~~~~~~~~~~~~~^\n        meshes=util.chain(self, other),\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    ...<2 lines>...\n        **kwargs,\n        ^^^^^^^^^\n    )\n    ^\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\boolean.py"", line 49, in difference\n    return _engines[engine](meshes, operation=""difference"", **kwargs)\n           ~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\exceptions.py"", line 34, in __call__\n    raise super().__getattribute__(""exception"")\nImportError: `blender` is not in `PATH`']",cylinder_full_system_run7.stl,cylinder_full_system_run7.py,2025-04-30T20:55:41.776278
cylinder,full_system,8,True,1,48.01010823249817,[],cylinder_full_system_run8.stl,cylinder_full_system_run8.py,2025-04-30T20:56:29.791270
cylinder,full_system,9,True,1,46.61474800109863,['Review failed: C:\\Users\\pelum\\AppData\\Local\\Temp\\tmp66_ww0dq.py:32: DeprecationWarning: `remove_degenerate_faces` is deprecated and will be removed in March 2024 replace with `self.update_faces(self.nondegenerate_faces(height=height))`\n  hollow_cylinder.remove_degenerate_faces()\nC:\\Users\\pelum\\AppData\\Local\\Temp\\tmp66_ww0dq.py:33: DeprecationWarning: `remove_duplicate_faces` is deprecated and will be removed in March 2024: replace with `mesh.update_faces(mesh.unique_faces())`\n  hollow_cylinder.remove_duplicate_faces()'],cylinder_full_system_run9.stl,cylinder_full_system_run9.py,2025-04-30T20:57:16.410604
cylinder,full_system,10,True,1,42.22962212562561,"['Review failed: Traceback (most recent call last):\n  File ""C:\\Users\\pelum\\AppData\\Local\\Temp\\tmp6lm7bj47.py"", line 12, in <module>\n    hollow_cylinder = outer_cylinder.difference(inner_cylinder, engine=\'blender\')\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\base.py"", line 2932, in difference\n    return boolean.difference(\n           ~~~~~~~~~~~~~~~~~~^\n        meshes=util.chain(self, other),\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n    ...<2 lines>...\n        **kwargs,\n        ^^^^^^^^^\n    )\n    ^\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\boolean.py"", line 49, in difference\n    return _engines[engine](meshes, operation=""difference"", **kwargs)\n           ~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""C:\\Users\\pelum\\PycharmProjects\\PythonProject9\\.venv\\Lib\\site-packages\\trimesh\\exceptions.py"", line 34, in __call__\n    raise super().__getattribute__(""exception"")\nImportError: `blender` is not in `PATH`']",cylinder_full_system_run10.stl,cylinder_full_system_run10.py,2025-04-30T20:57:58.646035
cone,baseline,1,True,1,17.75006675720215,[],cone_baseline_run1.stl,cone_baseline_run1.py,2025-04-30T20:58:16.400443
cone,baseline,2,True,1,17.248080253601074,[],cone_baseline_run2.stl,cone_baseline_run2.py,2025-04-30T20:58:33.654841
cone,baseline,3,True,2,36.516191244125366,['Iteration 1: C:\\Users\\pelum\\AppData\\Local\\Temp\\tmpo4htteq1.py:31: DeprecationWarning: `remove_degenerate_faces` is deprecated and will be removed in March 2024 replace with `self.update_faces(self.nondegenerate_faces(height=height))`\n  hollow_cone.remove_degenerate_faces()'],cone_baseline_run3.stl,cone_baseline_run3.py,2025-04-30T20:59:10.175753
cone,baseline,4,True,1,19.3805730342865,[],cone_baseline_run4.stl,cone_baseline_run4.py,2025-04-30T20:59:29.561278
cone,baseline,5,True,1,16.215093851089478,[],cone_baseline_run5.stl,cone_baseline_run5.py,2025-04-30T20:59:45.780662
cone,baseline,6,True,1,13.372429370880127,[],cone_baseline_run6.stl,cone_baseline_run6.py,2025-04-30T20:59:59.157451
cone,baseline,7,True,1,15.503121137619019,[],cone_baseline_run7.stl,cone_baseline_run7.py,2025-04-30T21:00:14.665016
cone,baseline,8,True,1,14.25125241279602,[],cone_baseline_run8.stl,cone_baseline_run8.py,2025-04-30T21:00:28.923729
cone,baseline,9,True,1,18.078219175338745,[],cone_baseline_run9.stl,cone_baseline_run9.py,2025-04-30T21:00:47.006761
cone,baseline,10,True,1,20.518930673599243,[],cone_baseline_run10.stl,cone_baseline_run10.py,2025-04-30T21:01:07.530401
cone,rag_only,1,True,1,20.01435923576355,[],cone_rag_only_run1.stl,cone_rag_only_run1.py,2025-04-30T21:01:27.549267
